equipment_id	runtime_payload_json
P6	"{""equipment_id"":{""type"":""ENUM"",""value"":""P6""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":200,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""ACTIVE_COOLDOWN_RATE""},""remaining_time_multiplier_on_equip"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""ratio""},""cooldown_duration_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":8000,""human"":""0.8"",""unit"":""ratio""},""preserve_remaining_percent"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""799066c6e35ec9f2f905471c46a759df27f5cd66229008bec60bf9e45c465265""}}"
P7	"{""equipment_id"":{""type"":""ENUM"",""value"":""P7""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":18,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""SUMMON_HP_AND_ATTACK_MULTIPLIER""},""multiplier"":{""type"":""Q4"",""value_scaled_1e4"":16000,""human"":""1.6"",""unit"":""scalar""}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""c30730be8e3ddbffd2c1020cd3464ee19dae1409f0fba46420fde1752459f773""}}"
P8	"{""equipment_id"":{""type"":""ENUM"",""value"":""P8""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ENUM"",""value"":""NONE""},""effect"":{""type"":{""type"":""ENUM"",""value"":""EXTRA_HAND_SLOT""},""amount"":{""type"":""INT64"",""value"":1,""unit"":""scalar""}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""082078611dfe478bd3fd7eac77fb3858c97a01bb2cf57b81493085a23b45ca4c""}}"
P9	"{""equipment_id"":{""type"":""ENUM"",""value"":""P9""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":250,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""TRUE_SIGHT""},""radius_m"":{""type"":""INT64"",""value"":20,""unit"":""m""},""walls_block"":{""type"":""BOOL"",""value"":true},""shared_with_others"":{""type"":""BOOL"",""value"":false}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""d797d8df53658455e64dd6eed96ce2ec15b2b51ff83edaf088d695cbf420e58d""}}"
P10	"{""equipment_id"":{""type"":""ENUM"",""value"":""P10""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":150,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""BLACK_MOUNTAIN_OUTCOME_OVERRIDE""},""probability_authority"":{""type"":""REF"",""value"":""§12.5及§E.18黑山规则""},""rule"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""BIG_WIN_DOUBLES_FROM_BASE"",""FLAT_UNCHANGED"",""INCREASE_DEDUCTED_FROM_LOSS""]},""service_active_condition"":{""type"":""ENUM"",""value"":""HEISHAN_SERVICE_OPEN_AT_EFFECT_EVALUATION_TICK""},""after_service_close"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""EXISTING_ITEM_RETAINS_MAX_HP_150_AND_CAN_BE_WORN_HELD_DROPPED_OR_SOLD"",""SPECIAL_EFFECT_DORMANT""]},""new_random_generation_eligibility"":{""type"":""ENUM"",""value"":""HEISHAN_SERVICE_OPEN_AT_GENERATION_COMMIT_TICK""},""time_authority"":{""type"":""REF"",""value"":""§12.3及§E.17商店规则=HEISHAN].windows_s_half_open""}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""3aa1db1cdff4a2261fd6494a82470ecabcffc9184047b64138c1339be86fb11a""}}"
P11	"{""equipment_id"":{""type"":""ENUM"",""value"":""P11""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":25,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""ON_ENEMY_PLAYER_TRUE_DEATH_ACTIVE_READY""},""ready"":{""type"":""BOOL"",""value"":true},""kill_during_committed_cast"":{""type"":""ENUM"",""value"":""CAST_CONTINUES""},""post_cast_cooldown"":{""type"":""ENUM"",""value"":""READY""},""kill_during_cooldown"":{""type"":""ENUM"",""value"":""READY""}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""758b414250d7e6bfedd0f821067d254da5e352e5c407fd87501d546227b01d95""}}"
P12	"{""equipment_id"":{""type"":""ENUM"",""value"":""P12""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":400,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""REFLECT""},""eligible_damage_forms"":{""type"":""ENUM"",""value"":""BASIC""},""actual_post_mitigation_damage_percent"":{""type"":""INT64"",""value"":20,""unit"":""pct""},""cannot_trigger_reflect"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""363f8964a05bb55ff5390f86f105f3d4a2792b45cc984a0221df2dff770e1ef8""}}"
P13	"{""equipment_id"":{""type"":""ENUM"",""value"":""P13""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":25,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""STATIONARY_STEALTH""},""stationary_required_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""breaks_on"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""ACTUAL_DAMAGE_TAKEN"",""ATTACK"",""CAST"",""MOVE_OVER_0_1M""]},""walls_normal"":{""type"":""BOOL"",""value"":true},""forced_displacement_over_m"":{""type"":""ENUM"",""value"":""0.1_BREAKS""},""camera_or_facing_rotation"":{""type"":""ENUM"",""value"":""DOES_NOT_BREAK""},""position_noise_under_or_equal_m"":{""type"":""ENUM"",""value"":""0.1_DOES_NOT_BREAK""}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""b25ca1e69c748f6ccf763c05596607af633c2d9429e99f6ab7a3765f8056ff5a""}}"
P14	"{""equipment_id"":{""type"":""ENUM"",""value"":""P14""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":25,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""BASIC_LIFESTEAL""},""actual_hp_damage_percent"":{""type"":""INT64"",""value"":10,""unit"":""pct""},""does_not_heal_from_shield_damage"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""a9afe1973bf3f598f11c042380cfdaf20067a9417af1ad828b19c7401daf4b85""}}"
P15	"{""equipment_id"":{""type"":""ENUM"",""value"":""P15""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":30,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""SLOW_IMMUNITY""},""is_shoe"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""2e24819bd4e9ca5b63e6f75af637d2edd18d2c1704c68b67782e7e3212bdf502""}}"
P16	"{""equipment_id"":{""type"":""ENUM"",""value"":""P16""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":24,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""BASIC_SAME_TARGET_ATTACK_SPEED_STACK""},""is_shoe"":{""type"":""BOOL"",""value"":true},""eligible_hit"":{""type"":""ENUM"",""value"":""OWNER_BASIC_POST_IMMUNITY_HP_OR_SHIELD_DAMAGE_GT_ZERO""},""attack_speed_percent_per_stack"":{""type"":""INT64"",""value"":4,""unit"":""scalar""},""maximum_stacks"":{""type"":""INT64"",""value"":6,""unit"":""scalar""},""maximum_attack_speed_percent"":{""type"":""INT64"",""value"":24,""unit"":""pct""},""duration_s"":{""type"":""INT64"",""value"":3,""unit"":""s""},""refresh_on_eligible_hit"":{""type"":""BOOL"",""value"":true},""hit_different_target"":{""type"":""ENUM"",""value"":""CLEAR_OLD_STACKS_THEN_ADD_ONE_STACK_TO_NEW_TARGET""},""target_true_death_or_invalid"":{""type"":""ENUM"",""value"":""CLEAR_IMMEDIATELY""},""summon_dot_reflect_and_equipment_procs"":{""type"":""ENUM"",""value"":""INELIGIBLE""},""B11_extra_basic"":{""type"":""ENUM"",""value"":""ELIGIBLE_IF_POST_IMMUNITY_HP_OR_SHIELD_DAMAGE_GT_ZERO""},""proc_generated_non_basic_damage"":{""type"":""ENUM"",""value"":""INELIGIBLE""},""each_damage_event_maximum_stack_gain"":{""type"":""INT64"",""value"":1,""unit"":""hp""},""clear_on"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""DURATION_TIMEOUT"",""ITEM_INSTANCE_DESTROYED"",""OWNER_TRUE_DEATH"",""TARGET_TRUE_DEATH_OR_INVALID"",""UNEQUIP_P16""]}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""497616a603365943cdb198b416cfa5901844b11f98883e4196af1abe3870c010""}}"
P17	"{""equipment_id"":{""type"":""ENUM"",""value"":""P17""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":22,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""BASIC_ATTACK_RANGE_FLAT""},""is_shoe"":{""type"":""BOOL"",""value"":true},""meters"":{""type"":""Q4"",""value_scaled_1e4"":7000,""human"":""0.7"",""unit"":""scalar""},""owner_basic_only"":{""type"":""BOOL"",""value"":true},""active_and_summon_unchanged"":{""type"":""BOOL"",""value"":true},""direct_visibility_and_release_revalidation_still_required"":{""type"":""BOOL"",""value"":true},""applies_at"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""BASIC_RELEASE_RANGE_REVALIDATION"",""BASIC_TARGET_ACQUIRE""]},""does_not_extend_projectile_lifetime_or_homing_distance"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""dee67c4503691ef2a28bd4d63f8de364291c880ea2c733d437dbe3dd5d8e6007""}}"
P18	"{""equipment_id"":{""type"":""ENUM"",""value"":""P18""},""quality"":{""type"":""ENUM"",""value"":""PURPLE""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":24,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""HARD_CONTROL_AND_FORCED_MOVEMENT_RESIST""},""is_shoe"":{""type"":""BOOL"",""value"":true},""forced_movement_distance_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":3000,""human"":""0.3"",""unit"":""ratio""},""eligible_forced_movement"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""KNOCKBACK"",""KNOCKUP"",""PULL"",""THROW""]},""hard_control_duration_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":3000,""human"":""0.3"",""unit"":""ratio""},""eligible_hard_control"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""FEAR"",""FREEZE"",""KNOCKUP"",""PETRIFY"",""ROOT"",""STUN"",""TRANSFORM""]},""excluded_soft_control"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""SILENCE"",""SLOW""]},""hard_control_minimum_duration_s"":{""type"":""Q4"",""value_scaled_1e4"":3000,""human"":""0.3"",""unit"":""s""},""same_category_resistance_stacking"":{""type"":""ENUM"",""value"":""TAKE_STRONGEST_LOWEST_MULTIPLIER""},""duration_order"":{""type"":""FORMULA"",""src"":""MAX(0.3,(BASE_DURATION + SOURCE_FLAT_EXTENSION) * TARGET_STRONGEST_MULTIPLIER)"",""ast"":{""op"":""MAX"",""args"":[{""q4"":3000},{""op"":""MUL"",""args"":[{""op"":""ADD"",""args"":[{""var"":""BASE_DURATION""},{""var"":""SOURCE_FLAT_EXTENSION""}]},{""var"":""TARGET_STRONGEST_MULTIPLIER""}]}]}},""minimum_applies_only_if_pre_resistance_duration_gt_zero"":{""type"":""BOOL"",""value"":true},""immunity_or_cleanse_zero_stays_zero"":{""type"":""BOOL"",""value"":true},""forced_movement_minimum_distance_m"":{""type"":""INT64"",""value"":0,""unit"":""m""},""airborne_control_uses"":{""type"":""ENUM"",""value"":""KNOCKUP_CONTROL_DURATION_AND_KNOCKUP_FORCED_MOVEMENT_DISTANCE_BOTH_RESOLVE_ONCE""},""clear_state_on_unequip"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""NO_PERSISTENT_STATE"",""REEVALUATE_ONLY_FUTURE_CONTROL_APPLICATIONS""]}},""buy_gold"":{""type"":""INT64"",""value"":6000,""unit"":""gold""},""sell_gold"":{""type"":""INT64"",""value"":2400,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":true},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""d43c2cac747ed5249d48a629b81a4c59188dd601f66bbda538596f62be9cf1c7""}}"
G1	"{""equipment_id"":{""type"":""ENUM"",""value"":""G1""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ENUM"",""value"":""NONE""},""effect"":{""type"":{""type"":""ENUM"",""value"":""LETHAL_PROTECTION_CONSUMABLE""},""priority_after"":{""type"":""ENUM"",""value"":""B20""},""hp_percent"":{""type"":""INT64"",""value"":100,""unit"":""pct""},""invulnerable_s"":{""type"":""INT64"",""value"":2,""unit"":""s""},""consume_item"":{""type"":""BOOL"",""value"":true},""consume_life"":{""type"":""BOOL"",""value"":false}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""fee108cd01cef218b9c8731b7bd0734493ed239cbc5cc06f11f39a1a57f447c8""}}"
G2	"{""equipment_id"":{""type"":""ENUM"",""value"":""G2""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":25,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""ELEMENT_COUNTER_MULTIPLIER_OVERRIDE""},""normal"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""scalar""},""owner_countering_target"":{""type"":""INT64"",""value"":2,""unit"":""scalar""},""incoming_unchanged"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""9c563a05c412e7f15381cf5c6a1a44c1e66c2bf57ef8910ec6c9281047271dbf""}}"
G3	"{""equipment_id"":{""type"":""ENUM"",""value"":""G3""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":350,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""STORM_DAMAGE_REDUCTION""},""remaining_multiplier"":{""type"":""Q4"",""value_scaled_1e4"":3000,""human"":""0.3"",""unit"":""ratio""},""applies"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""APOCALYPSE_STORM"",""NORMAL_STORM""]}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""ca0a1db183d76ef2c58d169543d91b2850fa682e027543c554b1d60e131f01db""}}"
G4	"{""equipment_id"":{""type"":""ENUM"",""value"":""G4""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MOVE_SPEED_FLAT""},""amount"":{""type"":""INT64"",""value"":40,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""FLIGHT_OUT_OF_COMBAT""},""out_of_any_combat_s"":{""type"":""INT64"",""value"":5,""unit"":""s""},""capsule_bottom_height_m"":{""type"":""INT64"",""value"":3,""unit"":""m""},""land_on_any_actual_damage_dealt_or_received"":{""type"":""BOOL"",""value"":true},""is_shoe"":{""type"":""BOOL"",""value"":true},""world_interaction"":{""type"":""ENUM"",""value"":""AUTO_LAND_BEFORE_PICKUP_SHOP_CHEST_GAMBLE_TAIBAI""},""combat_active_cast_does_not_auto_land_unless_damage_dealt"":{""type"":""BOOL"",""value"":true},""no_legal_landing_within_6m"":{""type"":""ENUM"",""value"":""INTERACTION_FAILS_KEEP_FLYING_NO_COST_NO_UI""}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""e2f93b2683338fcae1ecd7c47caf4799a6e70e97a754f4f778d67e53d96bdc77""}}"
G5	"{""equipment_id"":{""type"":""ENUM"",""value"":""G5""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ENUM"",""value"":""NONE""},""effect"":{""type"":{""type"":""ENUM"",""value"":""ALL_GOLD_INCOME_MULTIPLIER""},""multiplier"":{""type"":""Q4"",""value_scaled_1e4"":15000,""human"":""1.5"",""unit"":""scalar""},""eligible_ledger_classes"":{""type"":""ENUM"",""value"":""G5_EXACT_LEDGER_WHITELIST""},""bonus_ledger_class"":{""type"":""ENUM"",""value"":""GOLD_CREATE_G5_BONUS""},""does_not_reapply_to_own_bonus"":{""type"":""BOOL"",""value"":true},""excludes"":{""type"":""SET"",""element"":""ENUM"",""unique"":true,""ordered"":false,""value"":[""BLACK_MOUNTAIN_GROSS_RETURN"",""PLAYER_KILL_WALLET_BONUS"",""REFUND"",""ROLLBACK""]},""black_mountain_only_positive_net_profit_eligible_once"":{""type"":""BOOL"",""value"":true}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""dc1601f473d6d32265e09ecebf4f493e7eef1e59311f4aac5902c6cb2360a0b3""}}"
G6	"{""equipment_id"":{""type"":""ENUM"",""value"":""G6""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":60,""unit"":""scalar""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""CONDITIONAL_DAMAGE_MULTIPLIER""},""condition"":{""type"":""ENUM"",""value"":""TARGET_CURRENT_HP_GREATER_THAN_OWNER_CURRENT_HP_AT_DAMAGE_SNAPSHOT""},""multiplier"":{""type"":""Q4"",""value_scaled_1e4"":12500,""human"":""1.25"",""unit"":""scalar""}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""0e5bc2a3d8ca03ba190454a22cf1c1de6a7ab60470918139c15bd8937560ce75""}}"
G7	"{""equipment_id"":{""type"":""ENUM"",""value"":""G7""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""MAX_HP_FLAT""},""amount"":{""type"":""INT64"",""value"":300,""unit"":""hp""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""GLOBAL_ACTIVE_CAST_PING""},""enemy_active_cast_only"":{""type"":""BOOL"",""value"":true},""minimap_exact_cast_position_snapshot_s"":{""type"":""INT64"",""value"":1,""unit"":""s""},""does_not_grant_vision_or_lock"":{""type"":""BOOL"",""value"":true},""coalesce_window_s"":{""type"":""Q4"",""value_scaled_1e4"":2500,""human"":""0.25"",""unit"":""s""},""coalesce_spatial_cell_m"":{""type"":""INT64"",""value"":10,""unit"":""m""},""max_simultaneous_markers"":{""type"":""INT64"",""value"":8,""unit"":""scalar""},""overflow_policy"":{""type"":""ENUM"",""value"":""KEEP_MOST_RECENT_THEN_CAST_EVENT_ID_ASC""}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""f936807cf0138a70c9c4dcd087512015ee86072ffbcfc446e4d978cf8e7a4757""}}"
G8	"{""equipment_id"":{""type"":""ENUM"",""value"":""G8""},""quality"":{""type"":""ENUM"",""value"":""GOLD""},""stats"":{""type"":""ARRAY"",""element"":""StatGrant"",""ordered"":true,""value"":[{""stat"":{""type"":""ENUM"",""value"":""ATTACK_FLAT""},""amount"":{""type"":""INT64"",""value"":20,""unit"":""scalar""}},{""stat"":{""type"":""ENUM"",""value"":""ATTACK_SPEED_PERCENT""},""amount"":{""type"":""INT64"",""value"":40,""unit"":""pct""}}]},""effect"":{""type"":{""type"":""ENUM"",""value"":""STAT_ONLY""}},""buy_gold"":{""type"":""ENUM"",""value"":""NOT_SOLD""},""sell_gold"":{""type"":""INT64"",""value"":4000,""unit"":""gold""},""in_shop"":{""type"":""BOOL"",""value"":false},""schema_version"":{""type"":""ENUM"",""value"":""V3_0""},""payload_sha256"":{""type"":""HASH"",""value"":""72e9bb190362fb725538b763d4e0df028b6e4f57b0da3f8a597b0d52a6495e34""}}"
